Age,12-A6,12-B1,12-B2,12-B3,12-B4,12-B5,12-C1,12-C2,12-C3,12-C4,12-C5,12-D1,12-D2,12-D3,18-A6,18-B1,18-B2,18-B3,18-B4,18-B5,18-C1,18-C2,18-C3,18-C4,18-C5,18-D1,18-D2,18-D3,24-A6,24-B1,24-B2,24-B3,24-B4,24-B5,24-C1,24-C2,24-C3,24-C4,24-C5,24-D1,24-D2,24-D3,30-A6,30-B1,30-B2,30-B3,30-B4,30-B5,30-C1,30-C2,30-C3,30-C4,30-C5,30-D1,30-D2,30-D3,36-A6,36-B1,36-B2,36-B3,36-B4,36-B5,36-C1,36-C2,36-C3,36-C4,36-C5,36-D1,36-D2,36-D3,42-A6,42-B1,42-B2,42-B3,42-B4,42-B5,42-C1,42-C2,42-C3,42-C4,42-C5,42-D1,42-D2,42-D3,48-A6,48-B1,48-B2,48-B3,48-B4,48-B5,48-C1,48-C2,48-C3,48-C4,48-C5,48-D1,48-D2,48-D3,54-A6,54-B1,54-B2,54-B3,54-B4,54-B5,54-C1,54-C2,54-C3,54-C4,54-C5,54-D1,54-D2,54-D3,60-A6,60-B1,60-B2,60-B3,60-B4,60-B5,60-C1,60-C2,60-C3,60-C4,60-C5,60-D1,60-D2,60-D3,
11,0.0003268242755,0.0007738482583,0.0012181274846,0.0015957470048,0.0020904285763,0.0025485993007,0.0050152073549,0.0055031986271,0.0063847429317,0.0068920107158,0.0083585092273,0.0119680393900,0.0127532003267,0.0135413261838,0.0022173011588,0.0032340362699,0.0042057640262,0.0051835658651,0.0061658579819,0.0071527881633,0.0078058022199,0.0086644404641,0.0100083795845,0.0110963119375,0.0153772479912,0.0133053499036,0.0145972205228,0.0158595160423,0.0027297174149,0.0035655984815,0.0043570409024,0.0051553952322,0.0059612680037,0.0067748668687,0.0080206406484,0.0088413417423,0.0096256574190,0.0104170196455,0.0134747779108,0.0136138079323,0.0145661851376,0.0155161198388,0.0026291654571,0.0033366298230,0.0041838554927,0.0051068301645,0.0063701817002,0.0077932631727,0.0077350174097,0.0087726378629,0.0097376280278,0.0108087671108,0.0155090182985,0.0161750744546,0.0176977466443,0.0193187579233,0.0046990466175,0.0058533617712,0.0070306088748,0.0082326182821,0.0100581401870,0.0121056885246,0.0128793723412,0.0142746057960,0.0156424098154,0.0170424856585,0.0184785205931,0.0217622237054,0.0233990910587,0.0251049854439,0.0039412080417,0.0050670159010,0.0063568437380,0.0078101795766,0.0107224395788,0.0135916458832,0.0136561602716,0.0156610176655,0.0178327264996,0.0195656067851,0.0227641118491,0.0207826534681,0.0239814174770,0.0256498083700,0.0053227068424,0.0063426788973,0.0073937191904,0.0084669453792,0.0108628859575,0.0121909984711,0.0170444745349,0.0189193667337,0.0209079990172,0.0217808106926,0.0251293033697,0.0226965222021,0.0262343822361,0.0264967260584,0.0045956155633,0.0056116111727,0.0067287117575,0.0079520907366,0.0106839468627,0.0129507562648,0.0154643455759,0.0180005485547,0.0208122936994,0.0227153739280,0.0274170332879,0.0228759655203,0.0271913308897,0.0286202865017,0.0069051196454,0.0080425083496,0.0092293713931,0.0104504896914,0.0125372416482,0.0149208405062,0.0170625268548,0.0189378758755,0.0209331454877,0.0230216053853,0.0252141760092,0.0259349937013,0.0281012287040,0.0304249440299,0.3650993283594
12,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0041428290486,0.0045459358944,0.0052741385577,0.0056931688315,0.0069045749017,0.0123120695097,0.0131198004767,0.0139305815928,0.0022887083042,0.0033381868934,0.0043412086870,0.0053505001762,0.0063644265505,0.0073831403563,0.0081344267244,0.0090292136641,0.0104297326612,0.0115634669985,0.0160246305867,0.0132761339535,0.0145651678771,0.0158246916421,0.0028176266858,0.0036804269107,0.0044973573641,0.0053214223213,0.0061532478480,0.0069930482834,0.0083583098570,0.0092135624912,0.0100308978812,0.0108555764808,0.0140420664596,0.0135839146686,0.0145342006395,0.0154820494697,0.0027359180474,0.0034721077464,0.0043537335086,0.0053141839265,0.0066288316058,0.0081096947721,0.0078837155301,0.0089412832184,0.0099248243724,0.0110165550533,0.0158071639583,0.0159172315580,0.0174156312035,0.0190108023391,0.0048898430533,0.0060910271221,0.0073160742520,0.0085668891148,0.0104665330919,0.0125972184905,0.0131269656377,0.0145490210867,0.0159431197962,0.0173701107238,0.0188337520209,0.0214153174322,0.0230260918842,0.0247047930253,0.0039981651267,0.0051402428030,0.0064487108217,0.0079230498075,0.0108773968648,0.0137880680262,0.0138158561013,0.0158441583991,0.0180412633062,0.0197944079815,0.0230303165257,0.0207565819797,0.0239513331931,0.0256176311178,0.0053996289085,0.0064343412752,0.0075005708682,0.0085893069805,0.0110198729300,0.0123671789032,0.0172437934831,0.0191406107662,0.0211524982164,0.0220355165957,0.0254231667157,0.0226680497976,0.0262014716458,0.0264634863623,0.0046770007142,0.0057109888982,0.0068478725564,0.0080929167251,0.0108731521205,0.0131801051383,0.0156487115134,0.0182151511056,0.0210604178776,0.0229861866298,0.0277438991756,0.0229281753068,0.0272533896291,0.0286856065446,0.0070274045050,0.0081849355710,0.0093928171324,0.0106355605853,0.0127592674658,0.0151850781994,0.0172659463104,0.0191636532433,0.0211827104611,0.0232960689788,0.0255147794310,0.0259941851040,0.0281653641020,0.0304943828404,0.3659325940847
13,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0023289458109,0.0033968751576,0.0044175309573,0.0054445666794,0.0064763187719,0.0075129424631,0.0083886463473,0.0093113974455,0.0107556858960,0.0119248520499,0.0165254373041,0.0131941042510,0.0144751735766,0.0157269150791,0.0028671630433,0.0037451320557,0.0045764248656,0.0054149776102,0.0062614273619,0.0071159922282,0.0086195263450,0.0095015075994,0.0103443866081,0.0111948383186,0.0144809134690,0.0134999832708,0.0144443976773,0.0153863900015,0.0028162450066,0.0035740493443,0.0044815597695,0.0054702091539,0.0068234550839,0.0083477966121,0.0079639456358,0.0090322758595,0.0100258262041,0.0111286670865,0.0159680285192,0.0155377977888,0.0170004786962,0.0185576242622,0.0050334095699,0.0062698605809,0.0075308752759,0.0088184142485,0.0107738320542,0.0129670746918,0.0132605546589,0.0146970819212,0.0161053679371,0.0175468809047,0.0190254172214,0.0209048207053,0.0224771976370,0.0241158820265,0.0040168873316,0.0051643130142,0.0064789081952,0.0079601510671,0.0109283324433,0.0138526334023,0.0138528885630,0.0158866275870,0.0180896216843,0.0198474655445,0.0230920477212,0.0205695603257,0.0237355260840,0.0253868102751,0.0054249137469,0.0064644713605,0.0075356937860,0.0086295281221,0.0110714756810,0.0124250906829,0.0172900142976,0.0191919158703,0.0212091960478,0.0220945812978,0.0254913117833,0.0224638053718,0.0259653902635,0.0262250441661,0.0047173431895,0.0057602502610,0.0069069403536,0.0081627239185,0.0109669408321,0.0132937929693,0.0156911973679,0.0182646047785,0.0211175963776,0.0230485935431,0.0278192231576,0.0227928322489,0.0270925152010,0.0285162778625,0.0070880208937,0.0082555364928,0.0094738368963,0.0107272999001,0.0128693252710,0.0153160603567,0.0173128229163,0.0192156820754,0.0212402209823,0.0233593172148,0.0255840514095,0.0258407436525,0.0279991063666,0.0303143771066,0.3637725252786
14,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0023380713401,0.0034101851639,0.0044348402083,0.0054659001737,0.0065016949897,0.0075423804927,0.0085604441513,0.0095020930080,0.0109759601978,0.0121690706413,0.0168638749639,0.0130693905768,0.0143383509438,0.0155782607009,0.0028783974739,0.0037598066401,0.0045943567121,0.0054361951654,0.0062859615687,0.0071438748841,0.0087960525253,0.0096960965798,0.0105562375825,0.0114241063744,0.0147774796884,0.0133723783586,0.0143078659453,0.0152409543439,0.0028706034304,0.0036430347089,0.0045680616627,0.0055757936986,0.0069551596272,0.0085089235965,0.0079819984281,0.0090527503589,0.0100485528984,0.0111538937172,0.0160042250874,0.0150618459363,0.0164797221876,0.0179891694680,0.0051305631234,0.0063908797881,0.0076762342586,0.0089886249713,0.0109817857395,0.0132173617721,0.0132906138845,0.0147303974885,0.0161418758284,0.0175866564394,0.0190685443245,0.0202644668871,0.0217886789679,0.0233771673849,0.0040017989607,0.0051449146433,0.0064545718964,0.0079302508727,0.0108872830634,0.0138005996622,0.0137832894794,0.0158068106798,0.0179987365894,0.0197477487666,0.0229760296538,0.0202455645425,0.0233616624603,0.0249869369017,0.0054045364985,0.0064401892898,0.0075073879527,0.0085971135905,0.0110298886215,0.0123784191280,0.0172031465555,0.0190954926766,0.0211026377223,0.0219835746580,0.0253632394371,0.0221099729078,0.0255564035463,0.0258119675817,0.0047210314955,0.0057647539752,0.0069123406199,0.0081691060329,0.0109755154539,0.0133041868657,0.0156076198086,0.0181673202276,0.0210051156585,0.0229258275649,0.0276710469083,0.0224921608724,0.0267351246078,0.0281401057211,0.0070935627398,0.0082619911737,0.0094812441186,0.0107356871560,0.0128793872927,0.0153280353848,0.0172206079343,0.0191133317085,0.0211270871158,0.0232348961987,0.0254477805741,0.0254998657888,0.0276297564868,0.0299144853602,0.3589738243226
15,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0023168772505,0.0033792726041,0.0043946393816,0.0054163530207,0.0064427585902,0.0074740105138,0.0086412993541,0.0095918422830,0.0110796304598,0.0122840100834,0.0170231578241,0.0129055420971,0.0141585937479,0.0153829589907,0.0028523054497,0.0037257248405,0.0045527099042,0.0053869172816,0.0062289807441,0.0070791172687,0.0088791330989,0.0097876782596,0.0106559434757,0.0115320094716,0.0149170561047,0.0132047313784,0.0141284909341,0.0150498813797,0.0028996066950,0.0036798422660,0.0046142152693,0.0056321289690,0.0070254313803,0.0085948938703,0.0079437781457,0.0090094029843,0.0100004373126,0.0111004854170,0.0159275918973,0.0145123047506,0.0158784488703,0.0173328229909,0.0051823999876,0.0064554503156,0.0077537914201,0.0090794419285,0.0110927406818,0.0133509039527,0.0132269743059,0.0146598637798,0.0160645835238,0.0175024460775,0.0189772382241,0.0195251047128,0.0209937049305,0.0225242363207,0.0039571054582,0.0050874544217,0.0063824849606,0.0078416830335,0.0107656900457,0.0136464696970,0.0136221615475,0.0156220275974,0.0177883296899,0.0195168957525,0.0227074377369,0.0198071123904,0.0228557259051,0.0244458022627,0.0053441767284,0.0063682629840,0.0074235427958,0.0085010979933,0.0109067029346,0.0122401725767,0.0170020401773,0.0188722645968,0.0208559459308,0.0217265846320,0.0250667408165,0.0216311438199,0.0250029361381,0.0252529654994,0.0046922609586,0.0057296228673,0.0068702159802,0.0081193225128,0.0109086293354,0.0132231095419,0.0154130873803,0.0179408838483,0.0207433091687,0.0226400814383,0.0273261566550,0.0220473682387,0.0262064254510,0.0275836224286,0.0070503337106,0.0082116416003,0.0094234642702,0.0106702625801,0.0128008987489,0.0152346244834,0.0170059713197,0.0188751042994,0.0208637603811,0.0229452978593,0.0251306009778,0.0249955944328,0.0270833655808,0.0293229129095,0.3518749549138
16,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0022668905983,0.0033063647606,0.0042998249886,0.0052994951448,0.0063037560028,0.0073127586548,0.0086221873287,0.0095706279348,0.0110551255595,0.0122568414478,0.0169855075806,0.0126995273634,0.0139325762045,0.0151373965667,0.0027907669283,0.0036453422861,0.0044544851380,0.0052706944821,0.0060945904160,0.0069263852358,0.0088594950548,0.0097660307795,0.0106323756470,0.0115065040413,0.0148840639419,0.0129939406035,0.0139029539302,0.0148096359656,0.0029040244580,0.0036854487750,0.0046212453639,0.0056407099296,0.0070361351391,0.0086079888201,0.0078548025651,0.0089084916992,0.0098884257862,0.0109761526226,0.0157491923108,0.0139099589425,0.0152194000644,0.0166134091244,0.0051902957532,0.0064652856666,0.0077656048887,0.0090932751226,0.0111096412840,0.0133712450318,0.0130788234265,0.0144956635885,0.0158846495404,0.0173064070804,0.0187646805774,0.0187146982902,0.0201223429808,0.0215893483369,0.0038867934091,0.0049970577039,0.0062690774204,0.0077023476509,0.0105743992813,0.0134039916386,0.0133836783383,0.0153485327294,0.0174769093668,0.0191752134200,0.0223098985796,0.0192752633530,0.0222420172744,0.0237893978285,0.0052492184260,0.0062551081478,0.0072916371614,0.0083500457592,0.0107129065749,0.0120226823872,0.0167043854263,0.0185418678232,0.0204908208441,0.0213462172719,0.0246278973355,0.0210503169536,0.0243315718697,0.0245748875884,0.0046350337256,0.0056597438759,0.0067864262134,0.0080202985313,0.0107755867192,0.0130618393187,0.0151220005034,0.0176020577766,0.0203515573455,0.0222125077513,0.0268100831778,0.0214786439448,0.0255304159314,0.0268720873365,0.0069643472119,0.0081114916870,0.0093085348597,0.0105401271061,0.0126447778463,0.0150488216447,0.0166848017215,0.0185186348247,0.0204697337530,0.0225119599479,0.0246559920969,0.0243508189819,0.0263847348961,0.0285665118388,0.3427981420658
17,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0021903731376,0.0031947605058,0.0041546871112,0.0051206140325,0.0060909766994,0.0070659211040,0.0084935796034,0.0094278733598,0.0108902283592,0.0120740195677,0.0167321533667,0.0124417343123,0.0136497529759,0.0148301161825,0.0026965663528,0.0035222960590,0.0043041268049,0.0050927855180,0.0058888713649,0.0066925894758,0.0087273476701,0.0096203615942,0.0104737841441,0.0113348741226,0.0146620546613,0.0127301711341,0.0136207320167,0.0145090089318,0.0028847826576,0.0036610293286,0.0045906254149,0.0056033351017,0.0069895143513,0.0085509530737,0.0077202030008,0.0087558361626,0.0097189781404,0.0107880657359,0.0154793148180,0.0132734491834,0.0145229712173,0.0158531914212,0.0051559053284,0.0064224472752,0.0077141507011,0.0090330239136,0.0110360298172,0.0132826483855,0.0128547052619,0.0142472665108,0.0156124508582,0.0170098452212,0.0184431298053,0.0178583270996,0.0192015589774,0.0206014352190,0.0037946305383,0.0048785684673,0.0061204263058,0.0075197111183,0.0103236612327,0.0130861588599,0.0130810842974,0.0150015149347,0.0170817707140,0.0187416774990,0.0218054899862,0.0186696186374,0.0215431546970,0.0230419152743,0.0051247500047,0.0061067882698,0.0071187393140,0.0081520511380,0.0104588842689,0.0117376029381,0.0163267129091,0.0181226513291,0.0200275401133,0.0208635967262,0.0240710806827,0.0203888985859,0.0235670537588,0.0238027242964,0.0045531587633,0.0055597680518,0.0066665482528,0.0078786249905,0.0105852427414,0.0128311101234,0.0147480514740,0.0171667798899,0.0198482876151,0.0216632189377,0.0261471018096,0.0208051601231,0.0247298848488,0.0260294868389,0.0068413263885,0.0079682072763,0.0091441054324,0.0103539423747,0.0124214157801,0.0147829936533,0.0162722064826,0.0180606910812,0.0199635416610,0.0219552660388,0.0240462788309,0.0235872753118,0.0255574158095,0.0276707810090,0.3320493721079
18,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0020903213198,0.0030488303031,0.0039649094013,0.0048867147331,0.0058127531947,0.0067431641094,0.0082454438618,0.0091524426866,0.0105720757055,0.0117212830373,0.0162433317534,0.0121159702656,0.0132923591710,0.0144418167269,0.0025733926520,0.0033614046942,0.0041075229918,0.0048601573689,0.0056198796234,0.0063868855154,0.0084723825096,0.0093393074721,0.0101677977029,0.0110037313620,0.0142337099613,0.0123968548970,0.0132640980725,0.0141291170820,0.0028429635131,0.0036079573530,0.0045240775842,0.0055221065627,0.0068881911164,0.0084269945004,0.0075447243050,0.0085568177286,0.0094980676788,0.0105428551235,0.0151274730366,0.0126192721055,0.0138072119040,0.0150718726926,0.0050811629385,0.0063293445071,0.0076023228023,0.0089020770183,0.0108760464213,0.0130900969671,0.0125625203395,0.0139234289451,0.0152575829208,0.0166232147847,0.0180239210921,0.0169781859941,0.0182552171811,0.0195861010352,0.0036841657112,0.0047365493125,0.0059422556443,0.0073008061208,0.0100231309330,0.0127052099741,0.0127266947443,0.0145950975420,0.0166189955378,0.0182339325321,0.0212147409568,0.0180083211743,0.0207800735745,0.0222257464810,0.0049755643021,0.0059290146228,0.0069115069367,0.0079147382007,0.0101544175150,0.0113959116284,0.0158843935753,0.0176316768685,0.0194849588693,0.0202983652399,0.0234189528214,0.0196667024247,0.0227322840099,0.0229596068500,0.0044502518590,0.0054341105581,0.0065158761857,0.0077005585206,0.0103460034313,0.0125411114895,0.0143042244637,0.0166501638063,0.0192509743927,0.0210112872768,0.0253602324362,0.0200450714420,0.0238264116023,0.0250785343730,0.0066867041237,0.0077881161382,0.0089374375714,0.0101199307330,0.0121406767348,0.0144488800870,0.0157825116395,0.0175171736857,0.0193627599900,0.0212945455293,0.0233226315030,0.0227255457755,0.0246237098268,0.0266598660571,0.3199183926857
19,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0019704662940,0.0028740162059,0.0037375690810,0.0046065198585,0.0054794610462,0.0063565239789,0.0078672439426,0.0000000000000,0.0100871584295,0.0111836542121,0.0154982867493,0.0116994619306,0.0000000000000,0.0139453532239,0.0024258392402,0.0031686681794,0.0038720054811,0.0045814852428,0.0052976464765,0.0060206737180,0.0080837734264,0.0089109344955,0.0097014237473,0.0104990150143,0.0135808417777,0.0119706906461,0.0128081207729,0.0136434031934,0.0027798055245,0.0035278046081,0.0044235727276,0.0053994299468,0.0067351661854,0.0082397842110,0.0073327248675,0.0083163794474,0.0092311811866,0.0102466111171,0.0147024057122,0.0119617803017,0.0130878258265,0.0142865950094,0.0049682821262,0.0061887346590,0.0074334330455,0.0087043125111,0.0106344291047,0.0127992933073,0.0122095256988,0.0135321940922,0.0148288596348,0.0161561185675,0.0175174663858,0.0160935851993,0.0173040802556,0.0185656221367,0.0035587289336,0.0045752814627,0.0057399364605,0.0070522316361,0.0096818679867,0.0122726288357,0.0123318958728,0.0141423383493,0.0161034523575,0.0176682918744,0.0205566316868,0.0173080556180,0.0199720265811,0.0213614835343,0.0048061585800,0.0057271462632,0.0066761871313,0.0076452608392,0.0098086845836,0.0110079088771,0.0153916387176,0.0170847189765,0.0188805097232,0.0196686831543,0.0226924659895,0.0189019496096,0.0218483240142,0.0220668072543,0.0043297356203,0.0052869506701,0.0063394212535,0.0074920214809,0.0100658257113,0.0122014885572,0.0138027955202,0.0160664988849,0.0185761390825,0.0202747448932,0.0244712394963,0.0192155151050,0.0228403661902,0.0240406704187,0.0065056230398,0.0075772079709,0.0086954048969,0.0098458752354,0.0118118978832,0.0140575933156,0.0152292619224,0.0169031160752,0.0186840060798,0.0205480736394,0.0225050658597,0.0217850592044,0.0236046685834,0.0255565593967,0.3066787127608
20,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0018352739071,0.0026768318581,0.0034811369427,0.0042904695830,0.0051035188542,0.0059204070802,0.0073479398400,0.0000000000000,0.0094213213467,0.0104454392086,0.0144752698007,0.0111628553996,0.0000000000000,0.0133057368330,0.0022594040172,0.0029512679549,0.0036063497504,0.0042671525757,0.0049341784617,0.0056075992831,0.0075501765612,0.0083227380603,0.0090610483897,0.0098059919417,0.0126843922836,0.0114216439619,0.0122206645893,0.0130176360170,0.0026967034730,0.0034223411872,0.0042913303944,0.0052380144443,0.0065338189608,0.0079934565576,0.0070881766163,0.0080390260640,0.0089233189311,0.0099048840135,0.0142120767183,0.0113131823256,0.0123781708147,0.0135119397011,0.0048197557515,0.0060037229588,0.0072112111921,0.0084440978233,0.0103165137444,0.0124166595144,0.0118023348915,0.0130808919554,0.0143343133703,0.0156173078778,0.0169332543979,0.0152209503135,0.0163658092668,0.0175589471570,0.0034214313516,0.0043987647643,0.0055184867767,0.0067801529334,0.0093083365690,0.0117991445396,0.0119071447511,0.0136552296242,0.0155487964050,0.0170597376935,0.0198485935671,0.0165840483463,0.0191365836639,0.0204679187253,0.0046207345243,0.0055061900318,0.0064186164179,0.0073503027666,0.0094302605167,0.0105832181237,0.0148614999719,0.0164962649689,0.0182302027659,0.0189912289074,0.0219108626998,0.0181112687111,0.0209343943499,0.0211437382934,0.0041948394749,0.0051222317753,0.0061419118521,0.0072586019589,0.0097522173972,0.0118213420729,0.0132553325664,0.0154292502258,0.0178393500779,0.0194705837571,0.0235006319815,0.0183326108516,0.0217909092098,0.0229360624989,0.0063029354976,0.0073411344003,0.0084244930663,0.0095391196426,0.0114438893872,0.0136196185020,0.0146252207552,0.0162326845063,0.0179429387256,0.0197330714123,0.0216124430709,0.0207840909073,0.0225200938437,0.0243823002176,0.2925876026107
21,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0016899447033,0.0024648624943,0.0032054773486,0.0039507216435,0.0046993882616,0.0054515898406,0.0066759877032,0.0000000000000,0.0085597632572,0.0094902279047,0.0131515397914,0.0104702161505,0.0000000000000,0.0124801348486,0.0020804893682,0.0027175669142,0.0033207749728,0.0039292510320,0.0045434573685,0.0051635522470,0.0068597303432,0.0075616428765,0.0082324364306,0.0089092566142,0.0115244338893,0.0107129472517,0.0114623897893,0.0122099102772,0.0025952084206,0.0032935355169,0.0041298188274,0.0050408728022,0.0062879074971,0.0076926091337,0.0068146650167,0.0077288240196,0.0085789946617,0.0095226840745,0.0136636750563,0.0106835426916,0.0116892588254,0.0127599273562,0.0046383559914,0.0057777625657,0.0069398049119,0.0081262897438,0.0099282340857,0.0119493372738,0.0113469179811,0.0125761393404,0.0137811949604,0.0150146825356,0.0162798506035,0.0143738223075,0.0154549636833,0.0165816970126,0.0032751652515,0.0042107176866,0.0052825716125,0.0064903015742,0.0089104054260,0.0112947314216,0.0114619693216,0.0131446981038,0.0149674696249,0.0164219209696,0.0191065091839,0.0158500674605,0.0182896320430,0.0195620445501,0.0044231982452,0.0052708005531,0.0061442207352,0.0070360775171,0.0090271171282,0.0101307858279,0.0143058693172,0.0158795149421,0.0175486255686,0.0182811990334,0.0210916757395,0.0173096957312,0.0200078747819,0.0202079535297,0.0040485996710,0.0049436613735,0.0059277935311,0.0070055537711,0.0094122371981,0.0114092283895,0.0126726954011,0.0147510586701,0.0170552227610,0.0186147556841,0.0224676634360,0.0174114609566,0.0206959918577,0.0217836051794,0.0060832035968,0.0070852089801,0.0081307997744,0.0092065684223,0.0110449343973,0.0131448136015,0.0139823702556,0.0155191780561,0.0171542581773,0.0188657057138,0.0206624697297,0.0197397626710,0.0213885375014,0.0231571744858,0.2778860938293
22,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0015404139246,0.0022467649391,0.0029218482316,0.0036011513394,0.0042835739543,0.0049692187473,0.0058393398369,0.0000000000000,0.0074870369456,0.0083008939394,0.0115033630429,0.0095790290461,0.0000000000000,0.0114178707006,0.0018964021642,0.0024771094034,0.0030269440169,0.0035815805044,0.0041414402392,0.0047066674821,0.0060000554890,0.0066140029676,0.0072007313585,0.0077927311100,0.0100801692422,0.0098010997498,0.0104867524367,0.0111706466718,0.0024770277100,0.0031435543575,0.0039417549633,0.0048113213238,0.0060015685001,0.0073423027743,0.0065153890720,0.0073894014502,0.0082022356097,0.0091044815268,0.0130636148554,0.0100807818747,0.0110297559431,0.0120400178226,0.0044271343405,0.0055146545702,0.0066237797830,0.0077562344185,0.0094761217429,0.0114051878488,0.0108486015431,0.0120238398551,0.0131759737015,0.0143552908724,0.0155648972410,0.0135628575250,0.0145830013760,0.0156461649026,0.0031226040601,0.0040145773218,0.0050365029847,0.0061879754120,0.0084953478751,0.0107686090581,0.0110049684007,0.0126206049946,0.0143707006744,0.0157671614954,0.0183447123192,0.0151184227854,0.0174453762108,0.0186590537102,0.0042171602769,0.0050252802356,0.0058580154406,0.0067083284459,0.0086066230039,0.0096588814697,0.0137354790754,0.0152463817737,0.0168489431823,0.0175523081632,0.0202507281706,0.0165106741031,0.0190843042621,0.0192751473047,0.0038938592768,0.0047547110766,0.0057012289946,0.0067377964623,0.0090524947160,0.0109731594665,0.0120650356987,0.0140437407999,0.0162374195030,0.0177221723354,0.0213903319573,0.0164661502305,0.0195723559297,0.0206009200687,0.0058506991757,0.0068144071919,0.0078200347533,0.0088546867489,0.0106227890528,0.0126424093621,0.0133119112349,0.0147750286214,0.0163317061401,0.0179610892327,0.0196716978530,0.0186680427602,0.0202273015796,0.0218999149438,0.2627989793262
23,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0000000000000,0.0013933515105,0.0020322676078,0.0026429010943,0.0032573515327,0.0038746236607,0.0044948103474,0.0048254447009,0.0000000000000,0.0061870491808,0.0068595947129,0.0095060133145,0.0084401983346,0.0000000000000,0.0100604239540,0.0017153537616,0.0022406212212,0.0027379634466,0.0032396491139,0.0037460593681,0.0042573246975,0.0049582550036,0.0054656016713,0.0059504553506,0.0064396651146,0.0083299312272,0.0086358675172,0.0092400043915,0.0098425918726,0.0023440249651,0.0029747628028,0.0037301044325,0.0045529798689,0.0056793173275,0.0069480615558,0.0061931613235,0.0070239481878,0.0077965824884,0.0086542065622,0.0124175353724,0.0095106763107,0.0104059823795,0.0113591102068,0.0041894216105,0.0052185479937,0.0062681192916,0.0073397673506,0.0089673061986,0.0107927920796,0.0103120686651,0.0114291839102,0.0125243373535,0.0136453297318,0.0147951133127,0.0127958276819,0.0137582786186,0.0147613163087,0.0029662023443,0.0038134993852,0.0047842399078,0.0058780385923,0.0080698418044,0.0102292422665,0.0105438116792,0.0120917459729,0.0137685049236,0.0151064478761,0.0175759879503,0.0143999658695,0.0166163379330,0.0177723391122,0.0040059355778,0.0047735792719,0.0055646053097,0.0063723287294,0.0081755435013,0.0091750975491,0.0131599019118,0.0146074911221,0.0161428981384,0.0168167890238,0.0194021333295,0.0157260546911,0.0181773809291,0.0183591547384,0.0037332681809,0.0045586166089,0.0054660981009,0.0064599153062,0.0086791504467,0.0105206028694,0.0114417970094,0.0133182889382,0.0153986496641,0.0168067052174,0.0202853801953,0.0155097460195,0.0184355338208,0.0194043558185,0.0056094038116,0.0065333664452,0.0074975197723,0.0084895005038,0.0101846824820,0.0121210093244,0.0126242631982,0.0140118009192,0.0154880657744,0.0170332804809,0.0186555248807,0.0175837459175,0.0190524382304,0.0206279011106,0.2475348133273
